src_content,dst_content,src_content_len
200g,200 g,4
2색방떡,Bi-color Buckwheat Crepe,4
2인기준,For 2 people,4
3.0냥,"30,000won",4
3단콤보,"Deep-fried Potatoes, Deep-fried Fish and Coconut Shrimp Combo",4
3인기준,For 3 servings,4
3인세트,Set Menu for 3,4
4 계절,4 STAGIONI,4
4인세트,Set Menu for 4,4
5개날개,5 WINGS,4
6인세트,Set Menu for 6,4
8인세트,Set Menu for 8,4
<레드>,<Red>,4
<블루>,<Blue>,4
<음료>,<Beverages>,4
<특선>,<Special Menu>,4
A 세트,Set A,4
A 코스,Course A,4
B 세트,Set B,4
BB윙스,BB Wings (Chicken Wings),4
LA갈비,LA galbi,4
OB라거,OB Lager,4
[주류],[Drinks],4
[탕류],[Soups],4
• 대선,Daesun Soju,4
三품냉채,Chilled Salads with Three Ingredients,4
五품냉채,Chilled Salads with five ingredients,4
四품냉채,Chilled Salads with four ingredients,4
木목코스,Tree Course,4
牛우삼겹,Beef Loin,4
生삼겹살,Fresh pork belly,4
花화코스,Flower Course,4
가께소바,Kake Soba Noodles,4
가께우동,Kake Udon,4
가다랑어,Pacific Bluefin Tuna,4
가득담다,Gadeuk Damda,4
가라아게,Deep-fried Chicken,4
가락우동,Udon,4
가락짬뽕,Spicy Seafood Noodle Soup,4
가리비국,Scallop Soup,4
가리비죽,Scallop Porridge,4
가리비찜,Steamed Scallops,4
가리비회,Raw Scallops,4
가마돌솥,Stone Caldron,4
가마솥밥,Rice Cooked in a Cast-iron Pot,4
가매일식,Gamae Sushi,4
가문잔치,Gamunjanchi,4
가물치회,Sliced Raw Northern Snakehead,4
가미카제,Kamikaze,4
가브리살,Pork Cheek Meat,4
가상두부,Chinese Braised Bean Curd,4
가상해삼,Chinese Braised Sea Cucumber and Vegetables,4
가스파초,Gazpacho,4
가시여지,SOURSOP,4
가오리찜,Steamed Ray,4
가오리탕,Ray Stew,4
가오리회,Sliced Raw Ray,4
가자미전,Pan-fried Battered Plaice,4
가자미탕,Plaice Soup,4
가자미회,Sliced Raw Plaice,4
가잠물회,Cold Raw Flounder Soup,4
가잠횟밥,Raw Flounder Bibimbap,4
가재 찜,BOILED CRAWFISH,4
가재맛바,Lobster-flavored Fishcake Bar,4
가정두부,Braised Bean Curd,4
가족정식,Family Set Menu,4
가지김치,Eggplant Kimchi,4
가지나물,Eggplant Salad,4
가지덮밥,Stir-fried Eggplant with Rice,4
가지볶음,Stir-fried Eggplant,4
가지요리,Eggplant Dish,4
가지탕수,Sweet and Sour Eggplants,4
가지튀김,Deep-fried Eggplant,4
가츠나베,Pork Cutlet Hot Pot,4
가평잣죽,Gapyeong Pine Nut Porridge,4
각재기국,Japanese Jack Mackerel Soup,4
각제기국,Horse Mackerel Soup,4
간단식사,Plain Menu,4
간장게장,Soy Sauce Marinated Crab,4
간장똥집,Stir-fried Chicken Gizzards with Soy Sauce,4
간장반반,"Half soy sauce chicken, half fried chicken",4
간장보쌈,Leaf Wraps with Soy Sauce Braised Pork,4
간장뼈찜,Soy Sauce Braised Pork Backbone,4
간장새우,Soy Sauce Marninated Shrimp,4
간장찜닭,Soy Sauce Braised Chicken,4
간장통닭,Soy Sauce Glazed Fried Whole Chicken,4
간재미찜,Braised Red Stingray,4
간편잡채,Stir-fried Glass Noodles and Vegetables,4
갈낙전골,Short Rib and Octopus Hot Pot,4
갈릭고동,Garlic Horned Turban Shell,4
갈릭새우,Garlic Shrimp,4
갈릭연어,Garlic Salmon,4
갈릭참치,Garlic Tuna,4
갈릭피자,Garlic Pizza,4
갈릭활어,Garlic Raw Fish,4
갈마가든,Galma Garden,4
갈매기살,Skirt meat,4
갈비곱창,Grilled Ribs and Small Intestines,4
갈비꽃살,Grilled Boneless Ribs,4
갈비만두,Rib Dumplings,4
갈비맛바,Grilled Rib-flavored Fishcake Bar,4
갈비백반,Korean Set Menu of Beef Ribs,4
갈비볶음,Stir-fried Short Ribs,4
갈비장국,Short Rib Soybean Paste Soup,4
갈비전골,Short Rib Hot Pot,4
갈비정식,Set Menu of Grilled Ribs,4
갈비짬뽕,Spicy Seafood Noodle Soup with Short Ribs,4
갈비찌개,Short Rib Stew,4
갈비초밥,Beef Rib Sushi,4
갈치구이,Grilled Cutlassfish,4
갈치젓갈,Salted Cutlassfish,4
갈치조림,Braised Cutlassfish,4
갈치찌개,Cutlassfish Stew,4
갈치튀김,Deep-fried Cutlassfish,4
감귤만주,Tangerine Manju,4
감나무집,Gamnamujip,4
감말랭이,Dried Persimmons,4
감베로니,Shrimp Pasta,4
감베리띠,Shrimp Pizza,4
감자국수,Potato Noodles,4
감자만두,Potato dumplings,4
감자맛바,Potato-flavored Fishcake Bar,4
감자볶음,Stir-fried Potatoes,4
감자부침,Potato Pancake,4
감자사리,extra potatoes,4
감자송편,Half-moon Potato Starch Cake,4
감자요리,Potato Dishes,4
감자전병,Potato Crepe,4
감자조림,Braised Potatoes,4
감자칩스,Deep-fried Potatoes,4
감자핫바,Potato Fishcake Bar,4
감장아찌,Pickled Persimmons,4
감태김밥,Seaweed Gimbap,4
감태라면,Seaweed Ramyeon,4
갑오징어,Cuttlefish,4
강남쌈밥,Gangnam Ssambap,4
강냉이밥,Steamed Corn Rice,4
강도다리,Starry Flounder,4
강변장어,Gangbyeon Jangeo,4
강정꼬치,Glazed Fried Chicken Bite Skewers,4
개성나물,Gaeseong-style Salad,4
개성만두,Gaeseong-style Dumplings,4
개성약과,Gaeseong-style Honey Cookie,4
개성족발,Gaeseong-style Braised Pigs’ Feet,4
거멍에일,Jeju Geomeong Ale,4
건진국수,Andong-style Wheat and Bean Noodles,4
검정 콘,BLACK CONE,4
게 검보,CRAB GUMBO,4
게딱지밥,Rice in a Crab Shell,4
게맛살롤,Crab Meat Roll,4
게볶음밥,Crab Fried Rice,4
게살내장,Crab Intestines,4
게살덮밥,Stir-fried Crab with Rice,4
게살두부,Braised Crab and Bean Curd,4
게살물회,Cold Raw Crab Soup,4
게살요리,Crab Dish,4
게살피자,Crab Pizza,4
게알백반,Korean Set Menu of Crab Roe,4
게장라면,marinated crab ramen,4
게장정식,Set Menu of Marinated Crab,4
게짜박이,salted spicy crab,4
겐마이차,Genmaicha,4
겨울메뉴,Winter Menu,4
겨울별미,Winter delicacy.,4
겨울한정,Available Only in Winter,4
경남식당,Kyung Nam Restaurant,4
경장유슬,Stir-fried Shredded Pork with Black Bean Sauce,4
경주법주,Gyeongju Beopju (Liquor),4
계란 찜,Steamed eggs,4
계란라면,Egg Ramyeon,4
계란말이,Omelet Roll,4
계란반죽,Egg batter,4
계란요리,Eggs Dishes,4
계란장어,Grilled Freshwater Eel and Egg,4
계란초밥,Tamago (egg) Sushi,4
계란추가,Extra Eggs,4
계란튀김,Deep-fried Eggs,4
계림정식,Gyerim Set Menu ,4
계절과일,Seasonal Fruit,4
계절나물,Seasonal Vegetable Salad,4
계절다과,Seasonal Refreshments,4
계절덮밥,Stir-fried Seasonal Ingredients with Rice,4
계절맛전,Seasonal Pancake,4
계절메뉴,Seasonal menu,4
계절별미,Seasonal Delicacies,4
계절생선,Seasonal Fish,4
계절요리,Seasonal Dish,4
계절쫄면,Spicy Chewy Noodles (Seasonal),4
계절특미,Seasonal delicacies,4
계피 칩,cinnamon crisps,4
계피약과,Cinnamon Honey Cookie,4
고구마~,Sweet potato~,4
고구마롤,Sweet Potato Rolls,4
고구마빵,Sweet Potato Bun,4
고구마차,Sweet Potato Tea,4
고기국밥,meat and rice soup,4
고기국수,Pork Noodles,4
고기만두,Meat Dumpling,4
고기모듬,Assorted Meat Cuts,4
고기볶음,Stir-fried Meat,4
고기사리,Extra meat,4
고기선택,Choose Meat,4
고기수육,Boiled Meat Slices,4
고기짬뽕,Spicy Seafood Noodle Soup with Pork,4
고기추가,Extra Serving of Meat,4
고기튀김,Deep-fried Meat,4
고기파전,Meat and Green Onion Pancake,4
고기후식,Extra Meal,4
고니추가,additional fish intestines,4
고담 소,Gotham So,4
고담식당,Godam Restaurant,4
고들빼기,Bitter Lettuce,4
고등어국,Mackerel Soup,4
고등어회,Sliced Raw Mackerel,4
고래고기,Whale Meat,4
고래밥상,Whale Set Menu,4
고산서원,Gosanseowon Confucian Academy,4
고소리술,Gosorisul,4
고송정식,Gosong Set Menu,4
고수무침,Cilantro Salad,4
고추가루,Chili Pepper Powder,4
고추덮밥,Stir-fried Chili Peppers with Rice,4
고추맛바,Chili Pepper-flavored Fishcake Bar,4
고추부각,Chili Pepper Chips,4
고추어묵,Chili Pepper Fishcake,4
고추자장,Chili Jajang,4
고추짬뽕,Spicy Seafood Noodle Soup with Chili Peppers,4
고추치킨,Pepper chicken,4
고추핫바,Chili Pepper Fishcake Bar,4
고택밀주,Gotaek Unrefined Rice Wine,4
고향식당,Gohyang Restaurant,4
곤드레밥,Thistle Rice,4
곤약소면,Konjac Noodles,4
곤약잡채,Stir-fried Konjac Jelly and Vegetables,4
곤약젤리,Konjac Jelly,4
골드메달,Gold Medal,4
골드휭거,Gold Fingers,4
골뱅이찜,Steamed Sea Snails,4
골뱅이탕,Sea Snail Soup,4
곰소젓갈,Gomso Salted Seafood,4
곰솔가든,Gomsol Garden,4
곰취냉면,Cold Buckwheat Noodles with Fischer’s Ragwort,4
곰칼국수,Noodle Soup in Beef Bone Broth,4
곱빼기는,Double helpings,4
곱창볶음,Stir-fried Small Intestines,4
곱창전골,Small Intestine Hot Pot,4
곱창찌개,Small Intestine Stew,4
곱창추가,Extra Serving of Small Intestines,4
공보가주,Kongfujia Liquor,4
공주국밥,Gongju-style Rice Soup,4
과일 컵,Fruit cup,4
과일빙수,Shaved Ice with Fruit,4
과일소주,Fruit Soju,4
과일접시,Fruit plate,4
과일화채,Fruit Punch,4
과채주스,Premium Cold Pressed Juices,4
과카몰리,Guacamole,4
관자볶음,Stir-fried Scallop,4
관자초밥,Scallop Sushi,4
관자튀김,Deep-fried Scallops,4
광명가든,Gwangmyeong Garden,4
광양곶감,Gwangyang Dried Persimmons,4
광어+돔,Flatfish and Sea Bream,4
광어가스,Flatfish Cutlet,4
광어구이,Grilled Flatfish,4
광어물회,Cold Raw Flatfish Soup,4
광어초밥,Flatfish Sushi,4
광운식당,Gwangun Restaurant,4
교동만남,Gyodong Mannam,4
교동법주,Kyodong Beopju (Liquor),4
교동짬뽕,Gyodong Spicy Seafood Noodle Soup,4
구문쟁이,Convict Grouper,4
구야바노,GUYABANO,4
구운 굴,GRILLED OYSTERS,4
구운 콩,BAKED BEANS,4
구운 햄,BAKED HAM,4
구운감자,Baked Potatoes,4
구운망고,Grilled Mango,4
구이삼겹,Grilled Pork Belly,4
구포국수,Noodles in Anchovy Broth,4
구풍갈비,Gupung Galbi,4
구피와플,Gaufy Waffle,4
국 제공,Soup Included,4
국내맥주,Domestic Beer,4
국물닭발,Braised Chicken Feet in Sauce,4
국산대게,Domestic Snow Crab,4
국산주류,Domestic Alcohol,4
국산홍게,domestic red crab,4
국수볶음,Stir-fried Noodles,4
국수사리,Extra Noodles,4
국수장국,Noodle Soup,4
국수전골,Beef & noodles hot pot,4
국수정식,Set Menu of Noodles,4
국화세트,Chrysanthemum Set,4
국화정식,Gukhwa Set Menu,4
군고구마,Roasted Sweet Potatoes,4
군함말이,Assorted Ingredient and Laver Rolls,4
굴 요리,OYSTERS,4
굴 짬뽕,Spicy Seafood Noodle Soup with Oysters,4
굴 피클,PICKLED OYSTERS,4
굴그라탕,Oyster Gratin,4
굴낙전골,Oyster and Octopus Hot Pot,4
굴돌솥밥,Oyster Hot Stone Pot Rice,4
굴랍자문,Gulab Jamun,4
굴밥정식,Set Menu of Oyster Rice,4
굴버섯죽,Oyster and Mushroom Porridge,4
굴부침개,Oyster Pancake,4
굴비구이,Grilled Dried Yellow Croaker,4
굴비백반,Korean Set Menu of Grilled Dried Yellow Croaker,4
굴비빔밥,Oyster Bibimbap,4
굴비정식,Set Menu of Grilled Dried Yellow Croaker,4
굴비튀김,Deep-fried Dried Yellow Croaker,4
굴삼계탕,Ginseng Chicken Soup with Oysters,4
굴수제비,Oyster Sujebi,4
굴순두부,Oyster and Soft Bean Curd Stew,4
굴짬뽕밥,Spicy Seafood and Rice Soup with Oysters,4
굴찜정식,Set Menu of Steamed Oysters,4
굴칼국수,Noodle Soup with Oysters,4
굴해물전,Oyster and Seafood Pancake,4
굴해장국,Oyster Hangover Soup,4
굴회무침,Spicy Raw Oyster Salad,4
궁보기정,Kung Pao Chicken,4
궁중요리,Royal-style Dish,4
궁중잡채,Royal-style Stir-fried Glass Noodles and Vegetables,4
궈바로우,Dongbei-style Sweet and Sour Pork,4
규동정식,Set Menu of Grilled Beef with Rice,4
귤래놀라,Tangerine Granola,4
그냥라면,Basic Ramyeon,4
근돼뽈살,Grilled Pork Cheek Meat,4
근위튀김,Deep-fried Chicken Gizzards,4
금빈회관,Geumbin Hoegwan,4
금사오룡,Five dragon of golden dragon(steamed sea cucumber stuffed with minced shrips),4
금성가든,Geumseong Garden,4
금성면옥,Geumseong Myeonok,4
금전우육,Sweet and Sour Beef with Chili Sauce,4
금전전복,Sautéed Shrimp and Abalone,4
금태구이,Grilled blackthroat seaperch,4
금태조림,Braised blackthroat seaperch,4
금호식당,Geumho Restaurant,4
기본반찬,Basic Side Dish,4
기본제공,Complimentary,4
기사백반,Korean Set Menu,4
기아해삼,Braised Stuffed Sea Cucumbers,4
기타주류,Other Alcoholic Beverages,4
긴 여운,A Long Aftertaste,4
길상식당,Gilsang Restaurant,4
길손식당,Gilson Restaurant,4
김가루밥,Steamed Rice with Laver Flakes,4
김주먹밥,Laver Rice Ball,4
김치·쌀,Kimchi·Rice,4
김치국밥,Kimchi and Rice Soup,4
김치국수,Kimchi Noodles,4
김치덮밥,Stir-fried Kimchi with Rice,4
김치라면,Kimchi Ramyeon,4
김치만두,Kimchi Dumpling,4
김치맛바,Kimchi-flavored Fishcake Bar,4
김치모밀,Buckwheat Noodles with Kimchi,4
김치보쌈,Leaf Wraps with Pork and Kimchi,4
김치볶음,Stir-fried Kimchi,4
김치부대,Kimchi Budae Jjigae (Korean army base stew),4
김치순대,Kimchi Blood Sausage,4
김치알밥,Kimchi and Fish Roe Rice,4
김치찌개,HANWADAM Buckwheat Noodles,4
김치추가,Additional Kimchi,4
김치치킨,Kimchi Fried Chicken,4
까만콩엿,Black Soybean Malt Candy,4
까이 양,Kai Yang,4
까페라떼,Café Latte,4
깐궈막창,Stir-fried Abomasum,4
깐궈새우,Stir-fried Shrimp,4
깐궈소위,Stir-fried Beef Tripe,4
깐베죽순,Dry-fried Bamboo Shoots,4
깐소대하,Sweet and Sour Prawn,4
깐소새우,Sweet and Sour Shrimp,4
깐쇼가재,Sweet and Sour Lobster,4
깐풍가재,Sweet and Spicy Lobster,4
깐풍가지,Sweet and Spicy Eggplant,4
깐풍게살,Sweet and Spicy Crab,4
깐풍관자,Sweet and Spicy Scallops,4
깐풍기밥,Sweet and Spicy Chicken with Rice,4
깐풍대하,Sweet and Spicy Prawn,4
깐풍동고,Fried Shiitake stuffed with Shrimp,4
깐풍버섯,Sweet and Spicy Mushrooms,4
깐풍복어,Sweet and Spicy Puffer Fish,4
깐풍비파,Sweet and Spicy Loquats,4
깐풍새우,Sweet and Spicy Shrimp,4
깐풍생선,Sweet and Spicy Fish,4
깐풍우육,Sweet and Spicy Beef,4
깐풍전복,Sweet and Spicy Abalone,4
깔라만시,Calamansi Flavor,4
깨찰호떡,Griddlecake with Sugar and Sesame Seed Filling,4
깻잎김치,Perilla Leaf Kimchi,4
깻잎무침,Perilla Leaf Salad,4
깻잎튀김,Deep-fried sesame leaves,4
껌보텁깜,Com Bo Thap Cam,4
꼬꼬만두,Chicken Dumplings,4
꼬리곰탕,Oxtail and Beef Bone Soup,4
꼬리수육,Boiled Oxtail Slices,4
꼬리안주,Steamed Oxtail,4
꼬리전골,Oxtail Hot Pot,4
꼬마만두,Mini Dumplings,4
꼬마호빵,Mini Steamed Bun with Red Bean Filling,4
꼬막데침,parboiled cockles,4
꼬막무침,Cockle Salad,4
꼬막솥밥,Rice with Cockle in a Hot Pot,4
꼬막짬뽕,Spicy Seafood Noodle Soup with Cockles,4
꼬치구이,Grilled Skewers,4
꼬치어묵,Fishcake Skewers,4
꼬치요리,Skewers Dishes,4
꼬치우동,Udon with Skewered Fishcake,4
꽁보리떡,Barley Rice Cake,4
꽁치구이,Grilled Saury,4
꽁치물회,Cold Raw Saury Soup,4
꽁치찌개,Saury Stew,4
꽃 새댁,Kkotsaedaek,4
꽃갈비살,Grilled Boneless Short Ribs,4
꽃게라면,Blue Crab Ramyeon,4
꽃게무침,Blue Crab Salad,4
꽃게범벅,Spicy Braised Blue Crab,4
꽃게전골,Blue Crab Hot Pot,4
꽃게탕면,Blue Crab Noodle Soup,4
꽃빵연유,Chinese Flower Bun with Condensed Milk,4
꽃빵튀김,Deep-fried Chinese Flower Bun,4
꽃살갈비,Boneless Short Ribs,4
꽃살등심,Rib eye steak,4
꽃삼겹살,Finely Cut Pork Belly,4
꽃새우회,Raw Spiny Lobster,4
꽃잎두장,Kkonnip Dujang,4
꽃차벚꽃,Cherry Blossom Tea,4
꽈리고추,Ggwari pepper,4
꾸라오로,Cantonese Sweet and Sour Pork,4
꾹저구탕,Spicy Floating Goby Stew,4
꿀꽈배기,Honey Twisted Donut,4
꿔바러우,Sweet and Sour Pork in Sweet Rice Batter,4
꿩도리탕,Braised Pheasant,4
꿩만두국,Pheasant Dumpling Soup,4
꿩불고기,Pheasant Bulgogi,4
꿩육개장,Spicy Pheasant Soup,4
꿩찐만두,Steamed Pheasant Dumplings,4
나곡식당,Na gok restaurant,4
나나쿠보,Nanakubo,4
나마죠조,Nama Chozo,4
나물김밥,Salad Gimbap,4
나물정식,Set Menu of Salad,4
나박김치,Water Kimchi,4
나시고랭,Nasi Goreng,4
나주곰탕,Naju Beef Bone Soup,4
나카무라,Nakamura,4
낙곱전골,Octopus and Small Intestine Hot Pot,4
낙삼볶음,Stir-fried Octopus and Pork Belly,4
낙지구이,Grilled Octopus,4
낙지굴밥,Octopus and Oysters Rice,4
낙지꼬치,Octopus Skewers,4
낙지덮밥,Stir-fried Octopus with Rice,4
낙지데침,Parboiled Small Octopus,4
낙지만두,Octopus Dumplings,4
낙지명가,Nakji Myeongga,4
낙지무침,Octopus Salad,4
낙지백반,Korean Set Menu of Octopus,4
낙지보쌈,Leaf Wraps with Pork and Octopus,4
낙지소면,Stir-fired Octopus with Noodles,4
낙지숙회,Parboiled Octopus,4
낙지쌈밥,Octopus with Leaf Wraps and Rice,4
낙지짬뽕,Spicy Seafood Noodle Soup with Octopus,4
낙지찜닭,Braised Octopus and Chicken,4
낙지파전,Octopus and Green Onion Pancake,4
낙천갈비,Nakcheon Galbi,4
낚지덮밥,Bowl of rice topped with small octopus,4
난바스켓,Naan Basket,4
난자완스,Stir-fried Meatballs and Vegetables,4
난초정식,Nancho Set Menu,4
날개요리,WINGS PLATE,4
날개튀김,Deep-fried Chicken Wings,4
날치알롤,Flying Fish Roe Rolls,4
날치알밥,Flying Fish Roe Rice,4
남강장어,Namgang Jangeo,4
남도마루,Namdomaru,4
남도한상,Namdo Full Set,4
남문식당,Nammun Restaurant,4
남산가든,Namsan Garden,4
남창식당,Namchang Restaurant,4
남촌회관,Namchon Hoegwan,4
남흥회관,Namheung Hoegwan,4
납작당면,Glass Noodles,4
납작만두,Flat Dumplings,4
낫또군함,Natto Gunkan Maki,4
낫또소바,Natto Soba Noodles,4
낭뜰정식,Nangtteul Set Menu,4
낱개초밥,Sushi,4
내 기분,My little feelings,4
내장국밥,Offal and Rice Soup,4
내장볶음,Stir-fried Offal,4
내장술국,Offal Hangover Soup,4
내장전골,Offal Hot Pot,4
내장추가,Extra Serving of Offal,4
냄비라면,Hot Pot Ramyeon,4
냄비요리,Pot Dishes,4
냉골뱅이,cold freshwater snail,4
냉대추차,Iced Jujube Tea,4
냉막국수,Cold Buckwheat Noodles,4
냉면사리,Extra Noodles for Cold Buckwheat Noodles,4
냉면세트,Cold Noodles Set Menu,4
냉면육쌈,Cold Buckwheat Noodles with Grilled Meat,4
냉묵사발,Chilled Acorn Jelly Soup,4
냉수제비,Cold Hand-pulled Dough Soup,4
냉쌀국수,Cold Rice Noodles,4
냉이굴국,Shepherd's Purse and Oyster Soup,4
냉인삼차,Iced Ginseng Tea,4
냉채족발,Chilled Braised Pigs' Feet Salad,4
냉칼국수,Cold Noodle Soup,4
냉콩국수,Noodles in Cold Soybean Soup,4
냉한방차,Iced Medicinal Herb Tea,4
너비아니,Grilled Marinated Beef,4
넓적당면,Large Glass Noodles,4
네코맘마,Katsuobushi and Fried Egg with Rice,4
노각무침,Yellow Cucumber Salad,4
노각생채,Yellow Cucumber Fresh Salad,4
노아쥬스,Noah Juice,4
노주노교,Luzhou Laojiao (Liquor),4
노천카페,Sidewalk Café,4
녹두개떡,Mugwort Rice Cake with Mung Bean Filling,4
녹두김밥,Mung Bean Gimbap,4
녹두송편,Half-moon Rice Cake with Mung Bean Filling,4
녹두식혜,Sweet Mung Bean and Rice Punch,4
녹차국수,Green Tea Noodles,4
녹차냉면,Cold Green Tea Noodles,4
녹차소주,Green Tea Soju,4
녹차수육,Pork Slices Boiled with Green Tea,4
녹차우유,Green Tea Milk,4
논 커피,Non-Coffee,4
놀래미회,Sliced Raw Spotty Belly Greenling,4
놀부부대,Nolbu Budae Jjigae (Korean army base stew),4
놀부사리,Nolbu toppings,4
누드도그,Sausage Bar,4
누드치킨,Naked Fried Chicken,4
누룽지탕,Scorched Rice Soup,4
누른국수,Daegu-style Noodle Soup,4
눈꽃목살,Pork Shoulder with Snowflake Marbling,4
눈꽃빙수,Shaved Ice Milk,4
눈꽃연어,Snowflake Salmon,4
눈꽃치즈,Grated Cheese,4
뉴욕랜치,Fried Chicken with New York Ranch Dressing,4
뉴욕치즈,New York Cheese,4
뉴질랜드,New Zealand,4
늘봄정식,Set menu Neulbom,4
능이국밥,Shingled Hedgehog and Rice Soup,4
능이만두,Shingled Hedgehog Dumplings,4
능이무침,Shingled Hedgehog Salad,4
능이버섯,Neungi mushroom (sarcodon aspratus),4
능이잡채,Stir-fried Glass Noodles and Vegetables with Shingled Hedgehog,4
니신난방,Buckwheat Noodles with Soy Sauce Braised Herring,4
니어워터,Near Water,4
다금바리,Sawedged Perch,4
다꼬야끼,Octopus Balls,4
다남식당,Danam Restaurant,4
다담정식,Dadam Set Menu,4
다락육전,Pan-fried Battered Beef,4
다복회관,Dabok Hoegwan,4
다슬기국,Marsh Snail Soup,4
다슬기전,Marsh Snail Pancake,4
다슬기탕,Marsh Snail Stew,4
다시마끼,Dashimaki,4
다은회관,Daeun Hoegwan,4
다이긴죠,Daiginjo Sake,4
다이키리,DAIQUIRI,4
다인세트,DYNE Set,4
다쿠아즈,Dacquoise,4
다향오리,Dahyang duck,4
닥터페퍼,Dr. Pepper,4
단밤백반,Korean Set Menu of Chestnuts,4
단팥라떼,Sweet Red Bean Latte,4
단품 회,Raw Fish A La Carte,4
단품메뉴,A La Carte,4
단품세트,Single Menus Set,4
단품식사,A la carte Meals,4
단품요리,Single Dishes,4
단품카레,A La Carte Curry,4
단호박전,Pan-fried Battered Pumpkin,4
단호박죽,Pumpkin Porridge,4
단호박찜,Steamed Pumpkin,4
달걀말이,Rolled Omelet,4
달마크니,Dal Makhani,4
달콤갈릭,Sweet Garlic,4
달콤허니,Sweet honey,4
달타드카,Dal Tadka,4
달프라이,Dal Fry,4
닭 구이,Roasted Chicken,4
닭 요리,Chicken dish,4
닭가슴살,Chicken Breast,4
닭날개살,Chicken Wings,4
닭내장탕,Chicken Offal Soup,4
닭다리살,Chicken Drumsticks,4
닭도리찜,Braised Chicken,4
닭도리탕,Spicy Chicken Stew,4
닭떡갈비,Grilled Short Rib Patties with Chicken,4
닭만두국,Chicken and Dumpling Soup,4
닭매운찜,Spicy Braised Chicken,4
닭발볶음,Stir-fried Chicken Feet,4
닭발튀김,Deep-fried Chicken Feet,4
닭발편육,Boiled Chicken Feet Slices,4
닭불갈비,Spicy Stir-fried Chicken,4
닭불고기,Chicken Bulgogi,4
닭삼겹살,Chicken and Pork Belly,4
닭장떡국,Soy Sauce Braised Chicken and Rice Cake Soup,4
닭주물럭,Stir-fried Marinated Chicken,4
닭칼국수,Noodle Soup with Chicken,4
닭해신탕,Chicken and Seafood Soup,4
닭황제탕,Premium Chicken Soup,4
당근라페,Carrot Rapee,4
당당라떼,Dangdang Latte,4
당면사리,Extra Glass Noodles,4
당면잡채,mixed dish of boiled bean threads,4
당콩볶음,Stir-fried Kidney Beans,4
대 4인,Large 4 Servings,4
대게라면,Snow Crab Ramyeon,4
대게정식,Set Menu of Snow Crab,4
대구볼탕,rockfish ball soup,4
대구요리,Codfish Dish,4
대구전골,Codfish Hot Pot,4
대구조림,Braised Codfish,4
대구찌개,Codfish Stew,4
대국공장,Dae Guk Kong Jang Liquor,4
대나무술,Bamboo Liquor,4
대리운전,chauffeur service,4
대마전복,Braised Abalone,4
대박이네,Daebagine,4
대어정식,Big fish set meal,4
대왕쥐포,Extra-large Filefish Jerky,4
대원식당,Daewon Restaurant,4
대창덮밥,Grilled Beef Large Intestines with Rice,4
대창볶음,Stir-fried Beef Large Intestines,4
대창추가,Extra Serving of Grilled Beef Large Intestines,4
대청마루,Daecheongmaru,4
대추라떼,Jujube Latte,4
대파사리,Extra Green Onions,4
대패오리,Grilled Thin-sliced Duck,4
대표음식,Signature Dish,4
대하구이,grilled jumbo shrimp,4
대하냉채,Chilled Prawn Salad,4
대하요리,Prawn Cuisine,4
대하조림,Braised Prawn,4
대하튀김,Deep-fried Prawn,4
대합구이,Grilled Hard Clams,4
대합술찜,Hard Clams and Vegetables Braised with Rice Wine,4
대흥식당,Daeheung Restaurant,4
더덕구이,Grilled Deodeok,4
더덕무침,Deodeok Salad,4
더덕보쌈,Leaf Wraps with Pork and Deodeok,4
더덕생채,Deodeok Fresh Salad,4
더덕육회,Deodeok and Beef Tartare,4
더덕정식,Set Menu of Deodeok,4
더덕추가,Extra Serving of Deodeok,4
더덕튀김,Deep-fried Deodeok,4
더블초코,Double Chocolate,4
더치라떼,Dutch Latte,4
더치원액,Cold Brew Coffee Concentrate,4
더치커피,Dutch Coffee,4
더티버드,DIRTY BIRD,4
덮밥요리,Rice Bowl Dishes,4
데까마끼,Laver Tuna Sushi,4
데리야끼,TERI,4
데미소다,Demisoda,4
덴동정식,Set Menu of Deep-fried Dish with Rice,4
델리만쥬,Delimanjoo,4
뎀푸라롤,Tempura Roll,4
도가니탕,膝骨汤,4
도남식당,Donam Restaurant,4
도둑고기,Thief meat,4
도라지전,Balloon Flower Root Pancake,4
도라지차,Bellflower Root Tea,4
도로덮밥,Tuna Belly on Rice,4
도리뱅뱅,Glazed Deep-fried Minnows,4
도마수육,Boiled pork on a cutting board,4
도미구이,Grilled Sea Bream,4
도미조림,Braised Sea Bream,4
도미지짐,Pan-fried Battered Sea Bream Fillet,4
도새기탕,Pork Soup,4
도지마롤,Dojima Roll,4
도청한우,Docheong Hanu,4
도치숙회,Parboiled Pacific Spiny Lumpsucker,4
도치알탕,Pacific Spiny Lumpsucker Roe Soup,4
독개물항,Dokgaemulhang,4
독도참치,Dokdo Chamchi,4
독천식당,Dokcheon Restaurant,4
돈가스롤,Pork Cutlet Rolls,4
돈골짬뽕,Spicy Seafood Noodle Soup in Pork Bone Broth,4
돈되는집,Dondoeneun Jip,4
돈쫄세트,Set Menu of Pork Cutlet and Spicy Chewy Noodles ,4
돈토로동,Pork Neck with Rice,4
돌가자미,Stone Flounder,4
돌갈비탕,Short Rib Soup in a Hot Pot,4
돌담샤리,Seasoned Rice,4
돌삼치회,Sliced Raw Rock Trout,4
돌솥알밥,Fish Roe Hot Stone Pot Rice,4
